Gene_ID blastula_rep1	blastula_rep2	gastrula_rep1	gastrula_rep2	elongation_rep1	elongation_rep2	early_larva_rep1	early early_larva_rep2	mitraria_larva_rep1	mitraria_larva_rep2	competent_larva_rep1	competent_larva_rep2	juvenile_rep1
OFUSG13505.1	0.69906	1.00885	2.77534	1.60423	2.5586	1.86222	2.17568	0.886995	1.11065	0.756319	0.661816	0.308144	20.4468
OFUSG13506.1	0.389884	0.295409	1.49134	1.05029	0.428094	0.743232	0.511203	0.296817	0.111251	0.0421508	1.80876	1.36737	101.676
OFUSG13507.1	0	0	0	0.134238	0	0.265234	0	0	0.0491017	0.14798	0.260523	0.415089	0.942636
OFUSG13508.1	0	0	0.145483	0.191615	0.14455	0.184592	0.0431264	0	0	0.108454	0.0820951	0.0252736	0.265164
OFUSG13509.1	0	0.0227073	0.209816	0.178168	0.0842716	0.579679	0.100235	0.261119	0.0884888	0.158295	0.0963819	0.479557	1.25816
OFUSG13510.1	0	0.125352	0.144448	0.0922839	0.247686	0	0.103829	0.0555642	0.137165	0.141992	0.111421	0.0820848	0.393622
OFUSG13511.1	5.31859	9.91637	6.73173	8.35707	9.55444	8.63506	11.6648	7.85788	7.82535	7.7478	9.12513	7.64962	13.1886
OFUSG13512.1	0.130263	0	1.14266	1.58519	1.17073	1.12891	1.74504	2.36346	10.0388	17.387	3.91811	7.00594	10.3472
OFUSG13513.1	0	0.0499961	0.466149	0.537664	1.7938	2.58861	7.75647	12.9791	254.538	235.03	473.005	444.011	110.467
OFUSG13514.1	0.552418	0.527554	0.992099	1.5427	5.02134	4.52234	16.622	18.4949	26.3046	24.594	87.7543	240.725	341.826
OFUSG13515.1	8.47228	12.31	12.9261	16.3485	11.392	10.0247	24.0236	27.9796	42.9801	40.857	19.0697	19.4166	59.0076
OFUSG13516.1	57.7837	36.0919	67.9642	34.8573	35.724	26.5925	30.2036	18.6726	20.7918	14.626	42.4805	26.9958	28.7012
OFUSG13517.1	4.67508	5.54951	0.663987	3.78083	1.64759	0.648961	0.624786	1.70411	0.641569	1.49991	1.00513	0.675305	0.912464
OFUSG13517.2	32.8533	29.4273	18.4172	15.8019	14.6139	14.7105	15.0895	11.6088	13.5121	8.76497	9.83916	8.33554	9.56054
OFUSG13518.1	0.606937	0.395132	0.60212	0.809303	5.89177	5.64138	4.38208	5.73907	4.51324	3.02853	4.01993	3.52356	4.79725
OFUSG13519.1	2.83156	1.4569	1.97205	3.90693	28.6247	31.4595	26.1421	35.6943	18.8249	21.2543	9.25135	8.69678	7.13832
OFUSG13520.1	61.3141	64.7725	12.9006	13.3865	17.2761	15.0713	36.9002	30.1429	96.2368	70.8855	163.481	273.234	73.0828
OFUSG13520.2	63.4999	81.4243	8.28345	17.7516	14.3346	15.0743	20.6995	33.9927	85.3371	73.1626	178.693	337.151	68.6102
OFUSG13521.1	0.0560543	0.0201124	0.297089	0.335443	0.578939	0.57072	0.510631	0.427326	0.274154	0.37807	0.171061	0.106719	0.24956
OFUSG13522.1	32.2688	30.7664	4.81334	10.3544	4.6669	5.62015	4.27375	5.80166	7.4547	6.5706	12.21	14.1618	18.7205
OFUSG13523.1	23.8948	5.26685	30.612	36.0305	13.3897	15.7978	6.8043	4.79895	4.1888	2.01406	1.22847	1.3976	0.568612
OFUSG13524.1	39.5646	26.5046	36.5146	32.787	41.864	34.966	33.4922	33.2509	26.5211	27.4032	24.1315	23.6777	29.1334
OFUSG13525.1	89.5371	78.5898	103.974	87.0299	68.5169	78.9244	52.9189	58.3322	44.9627	42.2935	36.2081	46.1673	40.649
OFUSG13526.1	0	0	0	0	0	0	0	0	0	0	0	0	0
OFUSG13526.2	8.84571	2.73978	1.21856	1.80787	1.24513	0.995744	1.42397	0.372422	1.9265	0.311263	1.93037	0.499177	1.51069
OFUSG13527.1	47.4013	54.0726	44.194	56.5025	28.511	35.3908	15.9733	16.2501	8.68251	9.48982	7.76898	7.82381	7.41959
OFUSG13528.1	62.7055	49.1909	58.1638	94.0564	71.6327	77.7284	32.1585	48.8708	20.0762	24.2593	7.81735	13.3175	16.414
OFUSG13529.1	5.68948	13.3334	8.8569	12.252	13.0473	11.5685	11.4631	14.0448	13.9021	14.9423	8.81693	14.1433	11.028
OFUSG13530.1	9.05646	8.77487	8.04411	7.5905	8.40228	9.40096	7.84057	10.0933	11.9596	13.6337	10.2483	9.41441	6.66435
OFUSG13531.1	20.6789	12.742	21.637	19.5768	115.609	56.8965	320.645	236.091	231.951	129.336	148.938	84.7566	172.571
OFUSG13532.1	2.7221	3.04605	2.00425	2.53535	12.4856	8.62509	25.5188	36.9055	21.333	17.677	20.0827	15.4982	24.2293
OFUSG13532.2	0.826181	0.204942	0.192906	0.516384	0.364574	0.0639868	0.231818	0.689445	0	0.263372	0.438418	1.19765	0
OFUSG13533.1	0.0782024	0.033643	0.760143	0.429252	1.46976	1.30541	2.8606	1.69944	2.74947	1.89898	9.44511	3.34491	37.6085
OFUSG13534.1	0.0645527	0.174359	0.485267	1.26366	7.41332	6.0549	11.4144	11.0009	23.3029	16.7565	16.4135	12.6591	10.8989
OFUSG13535.1	0.211676	0	0.132117	0.363663	0	0.67402	0.220341	0.327609	0.278436	0.1586	1.31831	0.862303	5.58722
OFUSG13536.1	0.265732	0.345817	0.485027	0	0.405521	0.492011	1.3119	1.49317	2.14948	2.23282	2.88657	1.83803	4.25874
OFUSG13536.2	5.54669e-06	0	0	0.185449	0	0.0660578	0	2.67191e-05	0	0	0	0.0310764	0
OFUSG13537.1	0.170913	0.0739015	0.720369	0.506521	0.853282	0.871432	2.44285	1.91983	4.65909	6.63206	3.20781	5.8401	4.61729
OFUSG13538.1	0.840682	1.68684	0.543744	1.62576	1.16721	0.695833	1.2232	2.54307	1.31993	2.63665	1.19812	1.06548	0.728686
OFUSG13539.1	0.0663679	0.0237635	0.0765787	0.0816777	0.298654	0.652706	0.577611	0.938603	0.738996	0.812532	2.03586	1.49441	5.01171
OFUSG13540.1	0.804808	0	0.254413	0.366986	0.621603	0.260714	1.43433	1.56875	1.55244	1.75459	2.53031	1.5271	3.87038
OFUSG13541.1	9.72566	6.41612	10.1563	5.47043	7.89336	5.60378	10.6456	7.38254	6.94044	5.58257	4.81664	4.58251	5.65521
OFUSG13542.1	206.066	204.024	131.523	158.335	67.3049	81.7057	69.9083	47.1743	52.495	54.3805	49.6008	49.8021	49.7005
OFUSG13543.1	13.67	7.87849	11.6886	18.4943	12.4267	18.022	8.32801	12.5941	4.73812	7.6244	4.31251	5.25433	4.83642
OFUSG13543.2	0	0	0	0.484764	0.705098	0	0.38618	0.945082	0.717562	0.370265	0.752513	0.606935	1.01241
OFUSG13543.3	0	0	0	0.199323	0.421123	0	0.271288	0.493775	0.807905	0.392882	0.580809	0.401747	0.497887
OFUSG13543.4	6.77594	5.19058	6.16777	9.2675	8.25534	7.97192	6.36777	7.36478	5.46102	8.47508	3.52148	3.76291	2.58606
OFUSG13544.1	0	0.444766	0	0.0207528	0.675724	9.21256e-09	0	1.13997	0.707311	0.526635	0.170188	0.460127	0.23594
OFUSG13544.2	1.70833	0.421038	0.334143	1.07226	1.66557	2.93508	2.12118	3.10119	7.71416	6.84175	7.37702	7.06433	13.9082
OFUSG13544.3	1.09454	0.923888	1.45524	2.66507	2.89843	3.0468	3.41009	6.78637	7.58446	11.5668	11.3631	13.4492	10.5353
OFUSG13545.1	0.695872	1.10294	2.45777	1.41212	0.945616	0.841076	0.832614	0.180305	0.882341	0.236716	0.410974	0.546352	0.781127
OFUSG13546.1	156.834	241.668	23.4758	81.6996	16.8073	25.1512	10.1848	19.5871	13.6331	21.2546	24.3337	36.1994	22.8941
OFUSG13547.1	0.0588887	0.0953625	0.294597	0.0311434	0.294092	0.0300112	0.0700892	0.0560759	0.0930996	0.0661791	0.0510591	0.0206124	0.0174571
OFUSG13548.1	0.962793	1.0737	0.782241	0.850227	1.11987	1.15837	1.35919	0.686443	1.19178	0.669075	0.786537	0.57296	0.992619
OFUSG13549.1	0.526096	0	0	2.28482	2.64205	0	0	2.47297	3.0113	2.84381	4.67809	5.76904	3.40434
OFUSG13550.1	0.214418	0.0804408	0.0614888	0.339045	0.130483	0.395226	0.276903	0.782509	1.00504	1.29593	1.33898	2.15082	1.06638
OFUSG13550.2	1.72058	0.661772	4.16148	3.75057	12.6375	10.5343	16.4916	15.5943	12.5113	13.2493	14.8036	18.3398	7.3047
OFUSG13551.1	0.0405317	0	0	0.0858799	0.242725	0.165432	0.0483242	0	0.0859375	0	0	0	0
OFUSG13552.1	0.0822674	0.207118	0.0274017	0	0	0.0279447	0.0326279	0	0.0288716	0	0.0535532	0	0
OFUSG13553.1	0.0748645	0	0.248971	0.369285	0.349051	0.610172	0.148402	0.213931	0.552061	0.638891	0.832257	0.720124	0.940846
OFUSG13554.1	0.132176	0	0.609164	0.702774	0.197537	0.540811	0.0791094	0	0	0	0.182732	0.114029	1.0147
OFUSG13555.1	4.73779	2.00942	1.98597	1.6422	3.12834	4.0634	1.54064	1.42948	0.348394	20.4373	21.7291	38.2304	16.0841
OFUSG13556.1	0.403856	0.447811	0.286661	1.01057	0.802415	1.52608	1.14013	5.85592	1.04811	24.3089	23.2477	77.3874	11.3733
OFUSG13557.1	2.89406	6.50436	10.8402	18.3025	64.648	64.1132	49.3189	88.4318	29.0497	29.8955	7.17756	7.66383	0.817752
OFUSG13558.1	89.3477	57.5975	107.167	104.363	112.316	117.013	87.1945	87.455	83.1138	75.996	45.2352	55.05	35.1143
OFUSG13559.1	10.4242	12.0808	21.1732	13.4199	20.4775	12.7574	19.6174	11.9051	11.5882	8.79025	14.8788	5.74369	12.8053
OFUSG13560.1	2.17701	2.40889	2.63136	3.16603	2.60715	3.67257	3.54832	2.7267	3.35545	2.72006	3.42754	2.45365	2.58404
OFUSG13561.1	0.228842	0.0726836	0.633834	0.350547	0.34503	0.0979797	0.0739461	0.0306707	0.0681936	0.04763	0.0414898	0.0744473	0.578227
OFUSG13562.1	135.814	83.5486	103.364	114.983	103.833	90.0902	67.6727	59.9919	33.457	26.6967	8.17263	13.9432	14.4582
OFUSG13563.1	4.92325	2.81361	8.43392	2.52053	7.48596	4.63061	6.50466	2.47976	4.5584	0.666268	0.990241	0.905289	6.19934
OFUSG13564.1	0.960555	0.540937	0.956448	0.461297	0.698095	0.667024	0.467139	0.478372	0.687518	0.29446	0.75776	0.971379	1.93629
OFUSG13565.1	0	0	0.48625	0.521376	0.33027	1.8447	0.195506	0	0.342551	0.247454	23.4501	8.33543	49.387
OFUSG13565.2	0	2.55229	0.477259	1.19614	0.921034	1.42672	0.639112	1.57889	0.0865147	1.13323	0	0	0
OFUSG13566.1	0	0	0	0.106938	0.0202358	0.0824751	0.0721937	0.0192928	0.0424761	0.0606937	0.0441002	0.0195592	0.00965052
OFUSG13567.1	0	0	1.35468	1.41008	9.20994	4.69523	5.30802	5.22218	3.26363	3.70795	0.798751	1.1613	3.36017
OFUSG13568.1	1.18612	0	1.27047	0	0.000105248	8.34359e-05	1.78061e-06	0	0.00305572	0	9.27079e-07	3.42928e-10	0.336497
OFUSG13568.2	0.414531	1.53971	1.35234	2.82525	2.39562	3.12017	1.68177	2.07647	1.07161	1.46951	0.812016	1.37997	1.50872e-07
OFUSG13569.1	0.529948	0.718044	0.446007	3.08954	1.54236	1.48761	0.737558	1.97452	0.750522	0.56225	0.370502	0.730113	0.0779444
OFUSG13570.1	52.9341	92.1917	65.1817	56.9969	46.5028	41.4137	35.1293	31.6369	26.8996	18.441	10.3519	13.0275	6.50547
OFUSG13571.1	2837.11	3830.53	4008.24	4005.2	3269.92	4439.15	4203.19	4197.24	3797.04	4400.8	8386.53	8057.94	7343.98
OFUSG13572.1	6.6773	6.65865	15.1218	17.4975	21.6008	20.7515	10.4827	15.2509	3.50355	7.14241	4.58969	5.51716	6.16587
OFUSG13572.2	11.8272	9.98399	16.2335	16.1311	16.3979	16.3878	12.6936	10.9242	11.7875	7.40343	6.66796	4.83452	4.01544
OFUSG13573.1	15.5612	22.6661	12.8139	11.1998	10.3669	10.8391	8.68142	8.76561	7.24144	7.13456	2.33103	3.81945	2.10248
OFUSG13574.1	0.196239	0.303213	1.53113	6.21203e-05	0.474679	4.60968e-05	0.0425047	4.34083e-05	1.73442	2.889	1.52123	1.57189	5.54624
OFUSG13574.2	1.76268	1.90872	0.00367998	2.61392	1.50807	2.64463	3.51551	8.15434	6.11645	6.54727	6.82545	4.96805	6.86468
OFUSG13574.3	0.148862	0	0	0.071702	0.805379	0.832944	2.37672	3.12872	2.00658	4.02821	6.1994	3.46153	8.17095
OFUSG13575.1	1.22683	0.858879	2.58191	4.28793	7.09518	6.121	5.13518	5.31866	4.96045	4.92289	5.07132	4.23579	4.71573
OFUSG13576.1	0.183955	0	0.313066	0	2.07804	1.88097	4.91414	11.1284	33.3891	24.6489	58.9749	29.1698	4.38341
OFUSG13577.1	1.51617	0.375501	1.31346	0.562556	0.721876	1.20408	0.247225	0.794257	0.444248	0.647298	0.475061	0.588127	2.82876
OFUSG13578.1	0.337721	0.216096	0	0	0.65207	0.284781	0.0764258	0.124871	0.137078	0.111215	0	0.20831	1.10737
OFUSG13579.1	4.35631	1.85134	2.74795	1.1137	2.0021	0.887004	1.88161	1.23398	0.861895	0.374621	0.382697	0.378432	0.78314
OFUSG13580.1	87.2624	87.5058	29.474	36.7236	23.4769	24.9736	14.7922	16.9772	11.4347	13.9659	8.9579	9.22266	7.40995
OFUSG13581.1	0.52609	0.0717077	2.62611	2.23766	2.16222	2.48881	2.51887	1.62413	1.41283	1.82061	1.18209	2.61572	4.04708
OFUSG13582.1	10.6241	3.92511	4.46118	21.9498	1.56361	10.947	2.06186	4.83892	1.89295	11.845	3.93671	3.49279	4.80812
OFUSG13583.1	2.86654	0.218894	1.00738	1.69083	1.97883	0	1.34554	1.69935	3.77934	3.94656	3.95291	3.25717	4.1506
OFUSG13583.2	0	0	0.23239	0.793782	0.192412	0	0.631083	1.40989	1.90305	2.79839	1.07743	1.54425	2.91297
OFUSG13583.3	0	0	2.28034	0.4111	4.06217	5.5897	2.68871	8.07829	3.47771	4.6324	3.25898	2.12947	5.73242
OFUSG13583.4	0	0	6.46865e-05	0.20386	0.465663	1.20126	0.670378	0	0.366757	0	0.924387	0.756709	3.66571
OFUSG13584.1	0.359185	0	3.54003	2.61345	23.3885	17.821	24.5735	28.0398	24.0719	30.2757	15.7266	13.1175	20.1986
OFUSG13585.1	61.4082	103.427	55.0487	54.7634	49.3155	53.1039	67.8069	54.4453	72.4697	69.8963	55.3032	53.1026	70.5339
OFUSG13586.1	0.285992	0.046061	4.98768	0	0.000337356	0	3.58129	1.33021	3.12207	3.41821	10.0232	5.69578	11.7859
OFUSG13586.2	1.17453	1.25019	2.76877	2.96334	5.89611	4.21854	1.35415	3.6151	2.00454	1.73771	2.75737	1.77636	2.58569
OFUSG13587.1	56.3103	59.0338	9.79779	16.756	14.9787	17.1279	8.59949	10.6724	8.69893	8.94165	10.0843	10.0423	12.4806
OFUSG13588.1	0.641973	0.317542	0.535319	1.36379	0.116365	0.71589	0.488431	1.22023	0.187374	0.393217	0.137664	0.287893	0.340817
OFUSG13589.1	29.7662	27.439	31.3439	22.9729	75.0307	62.8084	106.711	106.755	76.3588	74.6589	19.2719	14.0819	21.1614
OFUSG13590.1	4.03805	0.833723	12.5921	23.461	11.6149	16.532	6.47973	11.3232	5.36826	6.66236	5.85936	8.06385	6.88082
OFUSG13590.2	0	0.0786239	1.01451	3.0424	2.03329	2.82444	0.968296	1.32859	0.866422	0.913047	1.90769	2.12361	1.51926
OFUSG13590.3	3.49859	7.74515	0.689139	7.17896	1.63884	3.55584	0.000326844	2.88864	0.236478	1.39334	1.30042	2.41118	0.66014
OFUSG13591.1	10.4062	13.1209	10.1399	16.3968	6.20121	10.4843	6.29958	8.33562	11.1481	14.4485	13.4927	15.8687	9.30081
OFUSG13592.1	0.7448	1.50928	2.16388	0.632088	0.891525	0.963527	27.2114	19.6423	175.501	171.03	532.04	266.024	88.7596
OFUSG13593.1	4.60893	2.06591	18.7479	18.972	27.3147	17.8666	22.3572	13.1017	8.43954	5.67098	7.81089	2.68205	7.75866
OFUSG13594.1	2.33785	3.85339	2.88519	5.60971	1.94191	2.81035	2.53114	3.60269	5.03037	5.07786	12.3191	10.6072	12.0401
OFUSG13595.1	0	0	0	0.634312	0	0.108066	0	0.215942	0	0	2.54278	3.81543	6.18782
OFUSG13595.2	0.21807	0.208277	0.359695	0.279979	0.121141	0.278844	0.215706	0	0.430225	0.581165	3.801	1.77666	4.98886
OFUSG13596.1	0	0.127206	0.238281	0.620821	0.815741	0.298727	0.62891	0.222183	0.938286	0.306283	7.97535	9.75683	12.4233
OFUSG13597.1	0.737897	0	3.24441	0.90495	1.78327	1.06978	4.39766	0.960912	5.88232	2.06533	6.54276	3.38281	7.37313
OFUSG13598.1	2.28667	4.35336	3.0718	1.24125	1.39435	1.04646	1.61163	1.26395	2.06193	1.11011	2.54447	2.70288	2.31522
OFUSG13599.1	3.5725	6.60929	3.59179	4.62801	5.57467	7.59462	8.04545	9.43897	12.439	12.3174	11.2369	9.95647	12.1194
OFUSG13600.1	0.65456	0.932236	0.116499	0.790533	0.303659	0.690569	0.0833914	0.311775	0.442087	0.245237	0.335495	0.412135	0.130701
OFUSG13601.1	2.85505	3.1582	2.02169	2.44721	1.61506	2.07768	1.9905	1.28438	1.69786	1.51037	1.11778	1.04268	1.09668
OFUSG13602.1	10.7175	17.857	1.13778	1.99652	1.46998	1.16011	6.21114	4.99762	20.0574	16.5383	8.91817	16.4108	3.8324
OFUSG13603.1	16.0439	18.0022	17.4702	22.7572	21.089	20.3932	20.6125	23.5482	33.8125	27.8836	17.4196	22.9131	14.1242
OFUSG13604.1	0.473366	0.628585	1.631	2.17153	2.28641	1.98814	2.47285	1.05012	1.48447	1.74943	1.05507	1.91855	1.39212
OFUSG13605.1	0.100557	0	0	0.373394	0.501507	0.102707	0.120073	0.143429	0.336805	0.978846	0.368587	0.68071	0.649222
OFUSG13606.1	0	2.09626	0.524645	2.64168	0.489891	0.803615	4.39842	1.27009	1.78826	2.38531	0.449492	1.07435	0.0897757
OFUSG13607.1	0	0	0.175251	0	0	0.0586234	0	0	0.105131	0	0.0161019	0.188897	0.0127869
OFUSG13608.1	0.20912	0.145986	0.764956	0.463208	0.46008	0.425483	0.18612	0.199388	0.0982035	0.282152	0.611169	0.428589	1.37511
OFUSG13609.1	22.1599	16.7669	21.2639	14.7963	19.9515	15.6952	18.6133	12.7988	19.1975	13.4444	12.4285	11.7721	17.024
OFUSG13610.1	0.968904	0.180542	1.44102	1.52043	0.705987	1.80556	1.23348	1.46846	2.01135	2.30262	3.31466	0.966656	25.1266
OFUSG13611.1	0	0.02368	0.15602	0.536414	2.52881	3.32376	4.4125	5.13269	2.97091	7.09944	1.76767	3.07292	0.501166
OFUSG13611.2	0.118226	0.0933056	0.587272	1.1305	1.13808	1.32722	0.13693	2.07244	2.63564	1.27008	7.09093	2.75825	12.2574
OFUSG13612.1	13.3408	7.32607	16.5652	6.40456	12.3958	9.27445	14.235	9.40546	14.2195	6.98873	5.92152	3.48696	6.87603
OFUSG13613.1	0	0.0384455	0	0	0	0	0	0	0	0	0	0.30519	0
OFUSG13613.2	0.435429	0	0.571168	0.779861	1.67229	1.43444	1.91474	3.60311	52.3228	34.6011	184.72	131.169	5.51282
OFUSG13614.1	88.9775	63.4343	50.4847	56.4705	68.3068	66.5775	61.2201	65.6125	46.9888	52.9925	28.1371	28.1292	21.5076
OFUSG13615.1	0	0	0.23619	0.895429	3.52012	0.49469	1.05024	0.0175298	0.920514	0	1.69986	1.54013	2.8868
OFUSG13616.1	3.09911	3.25645	16.9628	19.0382	33.7865	27.7575	39.8055	36.7052	42.8323	20.4111	49.9071	22.6344	30.7032
OFUSG13617.1	119.453	124.457	24.6111	49.2978	21.1588	28.0019	11.3943	18.5493	10.8045	12.8553	11.6971	13.1973	10.9281
OFUSG13618.1	0.587895	1.58455	0.586365	1.44098	0.758699	0.998194	0.728304	1.02667	0.283256	0.89937	0.282139	1.00937	0.314518
OFUSG13619.1	60.798	61.0617	38.25	49.2554	38.923	42.5653	32.3909	48.7097	79.0685	60.6744	19.4389	38.3986	24.5581
OFUSG13620.1	0.146884	0.422285	1.172	1.63009	3.52212	3.54141	2.38737	3.87097	7.077	5.50297	6.4693	4.40849	5.84125
OFUSG13621.1	0.0192953	0.0621555	0.390864	1.13959	0.598208	0.902884	0.263288	0.515154	0.16102	0.267577	6.39169	3.73801	24.128
OFUSG13622.1	0.057366	0.123836	0.229473	0.0910042	0.0859504	0.175398	0.204806	0.382401	0.392843	0.193408	15.2261	5.48079	96.6275
OFUSG13623.1	0.112979	0	0.304256	0.357799	0.112941	0.312145	0.0958494	0.199976	0.2365	0.217732	0.343476	0.451433	0.113712
OFUSG13624.1	0.337208	2.15037	0	0.571022	0.101014	0.343847	0.120484	0.160504	0.0712407	0.126304	0.29902	0.129621	1.36042
OFUSG13625.1	80.2443	71.6392	42.6673	48.9141	22.0026	24.8625	10.9816	10.7805	6.724	5.53585	4.37316	6.99677	4.11624
OFUSG13626.1	2.79288	2.24538	5.95579	3.64683	9.9348	9.06195	3.79839	5.53641	2.94213	2.3914	0.834362	0.898099	0.564622
OFUSG13627.1	9.80813	18.5475	16.1508	16.0255	24.0588	12.4917	15.837	10.8141	14.706	9.2092	9.57205	5.92879	15.6747
OFUSG13628.1	0.903006	0.885467	17.6466	18.7881	29.1524	24.587	36.8152	39.0551	68.3837	56.671	47.5638	77.1102	24.5137
OFUSG13629.1	1.29078	1.30861	1.40872	3.38731	2.93278	5.16842	1.89933	5.87791	3.43733	4.72159	3.45784	3.82964	3.7763
OFUSG13630.1	30.8655	60.53	54.9006	88.2909	89.9601	102.175	81.9904	119.624	57.5965	67.7579	34.3746	59.559	29.7581
OFUSG13631.1	0.0871679	0.188941	1.49601	0.923885	0.782856	1.20112	0.311928	0.373162	0.138837	0.35905	0.17819	0.193454	1.09265
OFUSG13632.1	23.0186	24.2803	25.8156	13.3271	15.2358	13.1823	7.39302	5.94972	2.0874	2.19751	0	0.0712156	0.0714605
OFUSG13632.2	0	0	0.671768	3.3201	0	2.15756	0	2.81442	0	0.987652	0.168229	1.28344	0
OFUSG13632.3	1.74609	0.40391	3.76893	1.1823	3.05779	1.61394	5.26017	5.32972	1.21537	3.23809	42.137	5.99717	147.576
OFUSG13633.1	0.25924	0.32775	1.4827	1.00742	0.689865	0.573291	0.721491	0.452151	0.504564	0.453021	14.1671	5.27281	32.5733
OFUSG13634.1	0.788973	0.142686	2.04773	3.53286	5.81979	6.87062	4.53039	4.87907	2.17631	3.87427	9.23827	7.16545	20.7491
OFUSG13634.2	2.11965	0.166468	1.00119	1.44154	3.51098	4.36407	1.82605	2.87359	2.12458	0.998766	3.4741	2.68183	6.28232
OFUSG13635.1	20.129	20.6928	22.7515	81.5118	27.6769	56.4495	7.37621	14.7185	12.1623	10.588	15.6095	11.9124	7.48075
OFUSG13636.1	4379.09	3690.08	6563.8	4452.01	7365.24	5733.73	5980.72	5494.06	4370.14	4561.2	8051.02	8028.36	8236.71
OFUSG13637.1	9.68349	16.6116	7.71242	7.24626	7.12066	6.37181	5.92632	6.26311	8.42834	5.12119	6.76678	5.29918	4.03642
OFUSG13638.1	1.44947	0.756549	1.19582	1.22048	0.656294	0.692048	0.242343	0.560978	0.237852	0.339417	2.93377	0.910057	3.93226
OFUSG13639.1	1.81499	2.08179	4.6917	5.29686	7.59939	7.04199	6.67157	10.8843	10.8121	13.5638	13.6193	11.3707	6.75617
OFUSG13640.1	65.88	46.5925	277.329	274.316	495.77	483.542	452.415	512.094	357.752	387.643	233.111	211.699	367.48
OFUSG13641.1	0.865266	0.621183	1.69812	1.11609	11.4755	11.1404	11.2995	17.5977	7.40035	9.36004	2.51718	2.91511	0.465215
OFUSG13642.1	80.6387	68.8447	14.1433	37.2294	20.3205	31.3954	12.0975	29.9958	10.5027	16.0128	3.53265	8.02255	3.65149
OFUSG13643.1	0	0	0	0.0328656	0.0747878	0.145958	0.144236	0.17548	0.0854944	0	0.167998	0.100489	0.393879
OFUSG13643.2	1.07	0.165072	0.153046	0.266188	0.126464	0.325748	0	0.361735	0.0644803	0.13742	0.130288	0.0251472	0.341123
OFUSG13644.1	7.36195	0	0.34619	0	0.20184	0.207293	0.566013	0.449045	0.145229	0.101069	0.272739	0.34938	1.60144
OFUSG13645.1	0.360757	0.217002	0.0403769	0.169852	0	0.245396	0	0	0.0424843	0.0900677	1.4776	1.55801	2.34908
OFUSG13646.1	0.157417	0	0	0.167672	0	0	0.188767	0.0747082	0.255355	0.235429	0.116445	0.175602	1.04597
OFUSG13647.1	0.213812	0.311272	0	0	0.141955	0.145881	0.0853826	0.270727	0.0767847	0.106638	0.0453603	0.177919	1.62047
OFUSG13648.1	0.496555	0	0	0.177714	0.492763	0	0.200717	0.469519	0.556653	0.123633	0.522981	0.428203	0.515928
OFUSG13649.1	0.327943	0.206404	0.354982	0.317863	0.300297	0.222791	0.162579	0.052054	0.489113	0.511893	3.10747	1.34746	4.59696
OFUSG13650.1	2.62791	1.86486	2.99886	1.87206	4.25652	3.4687	2.31918	1.99047	0.800634	3.74175	1.12802	1.41096	0.80127
OFUSG13651.1	26.0638	19.6532	27.3514	41.5191	31.8508	38.0681	11.3445	23.7995	12.5522	13.7537	19.4795	18.1591	12.0219
OFUSG13651.2	1.91943	3.9254	1.54593	5.40989	2.08114	4.46956	6.13168	6.22857	4.42137	6.32815	7.33388	8.13031	17.9495
OFUSG13652.1	16.4938	14.8322	28.0031	27.2113	19.2785	25.4181	18.3193	21.0203	9.07799	12.4359	17.8139	16.6641	17.5391
OFUSG13653.1	0.606061	0.96062	2.98963	1.85044	4.49851	3.97011	8.65781	9.80179	29.6101	26.158	11.6248	9.88835	8.72796
OFUSG13653.2	1.49407	1.067	9.3085	4.32029	9.66059	8.73531	11.5886	5.16757	4.71718	1.96778	2.9056	2.89949	6.58699
OFUSG13654.1	0	0	1.59651	1.87265	2.68521	4.57296	4.0757	3.22976	3.87151	4.04927	3.54749	3.1831	3.83374
OFUSG13654.2	4.21832	5.09202	14.5152	18.0124	23.2071	20.9794	19.8427	25.292	21.3519	22.9219	10.8049	13.5646	8.4448
OFUSG13655.1	486.992	547.144	679.139	618.441	410.949	476.776	283.667	279.68	150.165	154.037	61.0424	113.354	48.2574
OFUSG13656.1	12.8245	8.52016	15.2172	11.061	23.371	17.4559	26.0461	18.7804	11.3782	12.4267	5.77564	6.03223	4.32765
OFUSG13657.1	4.07776	1.26219	1.59517	2.30536	3.06594	3.28815	2.12225	2.63077	4.04539	3.65094	18.6488	10.5205	14.8324
OFUSG13658.1	0.427674	0.690668	1.89409	1.00604	0.816021	0.57403	0.323415	0.463093	0.0407634	0.131113	0.0571829	0.0392762	1.23745
OFUSG13659.1	3.41057	0.608223	3.83975	2.72038	10.0923	8.47472	12.5808	10.4232	7.91019	9.64692	3.23056	4.00028	1.27269
OFUSG13660.1	0.27091	0.841867	0.679529	0.716819	0.676272	1.62296	3.34759	2.99801	4.32866	4.03348	3.05392	3.69485	1.82278
OFUSG13661.1	0.393214	0.45726	1.05974	2.07976	0.241676	1.32578	0.252033	0.374412	0.382714	0.0679822	21.7943	5.4825	39.5328
OFUSG13662.1	1.2717	0.837211	1.23945	2.55201	1.17824	2.68926	1.95089	3.06733	6.80655	12.0405	6.34651	7.09826	7.25244
OFUSG13663.1	118.069	77.824	113.79	122.508	32.1804	32.8539	8.73478	10.7791	3.69319	8.75136	12.6395	12.9498	24.0299
OFUSG13664.1	0.854044	0.5478	0.653625	0.632576	0.329546	0.533736	0.498201	0.528417	0.909023	22.8075	7.3906	8.68336	20.286
